segment,stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
Champions,20845,ZINC HEART LATTICE 2 WALL PLANTER,43,273.05,15,9
Champions,20846,ZINC HEART LATTICE T-LIGHT HOLDER,826,1009.22,72,54
Champions,20847,ZINC HEART LATTICE CHARGER LARGE,39,146.25,12,10
Champions,20848,ZINC HEART LATTICE CHARGER SMALL,30,88.50000000000001,9,8
Champions,20849,ZINC HEART LATTICE DOUBLE PLANTER,65,169.35,7,7
Champions,20850,ZINC HEART LATTICE PLANTER BOWL,21,61.95,6,6
Champions,20851,ZINC HEART LATTICE TRAY OVAL ,23,136.85,12,10
Champions,20854,BLUE PATCH PURSE PINK HEART,221,346.84999999999997,42,32
Champions,20855,PINK PATCH PURSE BLUE HEART,80,132.0,27,24
Champions,20856,DENIM PATCH PURSE PINK BUTTERFLY,170,280.5,41,28
Champions,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,133,219.45,36,26
Champions,20858,SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,1,1
Champions,20860,GOLD COSMETICS BAG WITH BUTTERFLY,7,14.7,3,3
Champions,20861,GOLD COSMETIC BAG PINK STAR,12,25.2,6,6
Champions,20862,PINK PATCH PENCIL CASE BLUE HEART,104,218.4,16,12
Champions,20863,BLUE PATCH PENCIL CASE PINK HEART,54,113.4,22,19
Champions,20864,DENIM PATCH PENCIL CASE BUTTERFLY,24,50.400000000000006,10,7
Champions,20865,PATCHWORK PENCIL CASE BUTTERFLY ,36,75.60000000000001,10,8
Champions,20866,BLUE ROSE FABRIC MIRROR,642,571.04,50,41
Champions,20867,PINK ROSE FABRIC MIRROR,594,479.22,44,37
Champions,20868,SILVER FABRIC MIRROR,476,303.55,27,23
Champions,20869,GOLD FABRIC MIRROR,350,152.02,20,19
Champions,20870,OPULENT VELVET CANDLE IN BOX,6,12.6,1,1
Champions,20871,OPULENT VELVET SET/3 CANDLES,536,743.1,28,28
Champions,20877,MODERN CHRISTMAS BAUBLE CANDLE ,6,2.52,1,1
Champions,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,438,520.14,30,26
Champions,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,20,13.0,3,3
Champions,20886,BOX OF 9 PEBBLE CANDLES,990,1857.3,138,74
Champions,20887,BOX OF 6 PEBBLE CANDLES,2,6.9,2,2
Champions,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,283,396.25,7,6
Champions,20889,JARDIN DE FEMME SCENTED CANDLE,235,231.25,8,8
Champions,20890,SMALL GLASS ROSE SCENTED CANDLE,4,15.0,1,1
Champions,20891,LARGE GLASS ROSE SCENTED CANDLE ,2,15.9,1,1
Champions,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,58,435.5,13,11
Champions,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,419,933.45,38,21
Champions,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,152,429.20000000000005,30,19
Champions,20895,VINTAGE NOTEBOOK FRENCH LETTER ,3,8.850000000000001,2,1
Champions,20896,VINTAGE NOTEBOOK PINK FLOWER,17,50.150000000000006,5,5
Champions,20897,VINTAGE NOTEBOOK PARIS DAYS,197,336.35,23,15
Champions,20898,VINTAGE NOTEBOOK TRAVELOGUE,235,407.65000000000003,18,16
Champions,20899,VINTAGE NOTEBOOK RED ROSE,18,53.10000000000001,5,5
Champions,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,21,133.35,11,9
Champions,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,57,237.14999999999998,9,5
Champions,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,91,261.05,13,13
Champions,20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,1,6.35,1,1
Champions,20906,VINTAGE NOTEBOOK BEAUTY GIRL,28,82.60000000000001,10,7
Champions,20910,VINTAGE PHOTO ALBUM PARIS DAYS,68,412.59999999999997,23,6
Champions,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,260,683.8,15,13
Champions,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5496,15462.880000000001,666,214
Champions,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6534,17723.3,472,166
Champions,20931,BLUE POT PLANT CANDLE ,362,997.3000000000001,43,36
Champions,20932,PINK POT PLANT CANDLE,185,552.85,29,28
Champions,20933,YELLOW POT PLANT CANDLE,397,973.1500000000001,22,20
Champions,20934,SET/3 POT PLANT CANDLES,101,526.45,24,22
Champions,20935,ROUND CACTUS CANDLE,146,267.5,18,15
Champions,20936,FORKED CACTUS CANDLE,172,388.28000000000003,26,19
Champions,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,79,212.25,10,8
Champions,20941,FROG CANDLE,547,370.55,35,23
Champions,20942,SET/6 GINGERBREAD TREE T-LIGHTS,2,2.5,1,1
Champions,20943,SET/6 GINGERBREAD STAR T-LIGHTS,123,153.75,18,16
Champions,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,367,154.14,32,28
Champions,20952,PORCELAIN CHERUB BELL SMALL,279,117.17999999999999,8,7
Champions,20953,PORCELAIN CHERUB BELL LARGE,5,8.25,3,3
Champions,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1103,1382.38,81,60
Champions,20957,PORCELAIN HANGING BELL SMALL,49,71.05,9,9
Champions,20958,PORCELAIN HANGING BELL LARGE,18,35.1,5,5
Champions,20960,WATERMELON BATH SPONGE,1324,1651.2,90,43
Champions,20961,STRAWBERRY BATH SPONGE ,2276,2773.16,192,86
Champions,20963,APPLE BATH SPONGE,2177,2653.04,172,77
Champions,20964,POLYESTER FILLER PAD 60x40cm,15,38.25,4,4
Champions,20966,SANDWICH BATH SPONGE,1873,2303.25,131,58
Champions,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,592,2180.76,159,93
Champions,20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,30,112.5,11,11
Champions,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2147,7715.64,325,145
Champions,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1369,5050.31,311,139
Champions,20971,PINK BLUE FELT CRAFT TRINKET BOX,16143,18304.13,646,232
Champions,20972,PINK CREAM FELT CRAFT TRINKET BOX ,14171,16612.71,772,261
Champions,20973,12 PENCIL SMALL TUBE WOODLAND,6592,4193.0,354,165
Champions,20974,12 PENCILS SMALL TUBE SKULL,8508,5368.2,415,163
Champions,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7021,4504.85,275,158
Champions,20975,12 PENCILS SMALL TUBE RED SPOTTY,5428,3328.2,160,96
Champions,20976,12 PENCILS SMALL TUBE POSY,304,197.6,40,28
Champions,20977,36 PENCILS TUBE WOODLAND,2118,2623.18,210,121
Champions,20978,36 PENCILS TUBE SKULLS,2124,2606.36,230,115
Champions,20979,36 PENCILS TUBE RED RETROSPOT,3093,3696.01,185,97
Champions,20979,36 PENCILS TUBE RED SPOTTY,2287,2712.83,122,76
Champions,20980,36 PENCILS TUBE POSY,61,76.25,17,14
Champions,20981,12 PENCILS TALL TUBE WOODLAND,2425,2036.29,237,123
Champions,20982,12 PENCILS TALL TUBE SKULLS,2544,2156.16,258,131
Champions,20983,12 PENCILS TALL TUBE RED RETROSPOT,2486,2106.8599999999997,195,119
Champions,20983,12 PENCILS TALL TUBE RED SPOTTY,1320,1097.04,110,73
Champions,20984,12 PENCILS TALL TUBE POSY,3530,1190.8999999999999,124,92
Champions,20985,HEART CALCULATOR,1483,1724.38,133,85
Champions,20986,BLUE CALCULATOR RULER,630,737.76,77,46
Champions,20987,GEISHA GIRL CHOPSTICKS SET/5,105,204.75,10,9
Champions,20988,TRELLIS FLOWER CHOPSTICKS SET/5,13,25.35,4,3
Champions,20989,URBAN CHIC CHOPSTICKS SET/5,327,607.65,34,17
Champions,20990,SPRING FLOWER CHOPSTICKS SET/5,607,1123.65,56,25
Champions,20991,JAZZ HEARTS MAGNETIC MEMO PAD,85,55.25,8,4
Champions,20992,JAZZ HEARTS PURSE NOTEBOOK,4355,2194.17,235,105
Champions,20993,JAZZ HEARTS MEMO PAD,1202,261.38,11,11
Champions,20994,JAZZ HEARTS SPIRAL NOTEPAD,11,9.35,2,2
Champions,20996,JAZZ HEARTS ADDRESS BOOK,2942,681.79,168,86
Champions,20997,ROSE DU SUD CUSHION COVER ,40,198.0,15,12
Champions,20998,ROSE DU SUD OVEN GLOVE,137,401.35,34,29
Champions,21000,ROSE DU SUD COSMETICS BAG,567,1284.75,19,18
Champions,21001,ROSE DU SUD WASHBAG ,34,202.3,12,12
Champions,21002,ROSE DU SUD DRAWSTRING BAG,81,344.25,15,14
Champions,21003,ROSE DU SUD CUSHION COVER,5,31.75,4,4
Champions,21004,ROSE DU SUD CHILDRENS APRON,12,51.0,6,5
Champions,21004,ROSE DU SUD CHILDS APRON,44,187.0,16,11
Champions,21007,ETCHED GLASS DROPLET DECORATION,1014,432.4,18,16
Champions,21009,ETCHED GLASS STAR TREE DECORATION,414,517.5,35,30
Champions,21010,ETCHED GLASS BIRD TREE DECORATION,416,520.0,29,26
Champions,21011,GLITTER SNOW PEAR TREE DECORATION,855,584.91,43,30
Champions,21012,ANTIQUE ALL GLASS CANDLESTICK,849,1329.22,86,62
Champions,21014,SWISS CHALET TREE DECORATION ,1053,469.60999999999996,63,49
Champions,21015,DARK BIRD HOUSE TREE DECORATION,878,301.73999999999995,48,38
Champions,21016,LIGHT BIRD HOUSE TREE DECORATION,425,278.69,38,32
Champions,21017,RED BIRD HOUSE TREE DECORATION,445,291.37,28,21
Champions,21018,BIRD BOX CHRISTMAS TREE DECORATION,130,110.5,21,15
Champions,21025,SPACE FROG,147,186.0,24,18
Champions,21026,SPACE OWL,221,274.87,29,24
Champions,21027,NINJA RABBIT PINK,168,204.3,26,19
Champions,21028,NINJA RABBIT BLACK,177,222.64000000000001,29,20
Champions,21030,SPACE CADET RED,148,185.52,23,22
Champions,21031,SPACE CADET BLACK,52,64.31,10,10
Champions,21032,SPACE CADET WHITE,55,72.38,15,12
Champions,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2908,5129.72,212,89
Champions,21034,REX CASH+CARRY JUMBO SHOPPER,2189,2079.5499999999997,993,273
Champions,21035,SET/2 RED RETROSPOT TEA TOWELS ,2289,6613.81,203,114
Champions,21035,SET/2 RED SPOTTY TEA TOWELS ,1660,4732.200000000001,215,102
Champions,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,107,227.09000000000003,32,23
Champions,21039,RED RETROSPOT SHOPPING BAG,415,1042.41,67,43
Champions,21039,RED SPOTTY SHOPPING BAG,469,1195.95,66,43
Champions,21040,MODERN VINTAGE COTTON SHOPPING BAG,571,618.93,23,20
Champions,21041,RED RETROSPOT OVEN GLOVE DOUBLE,704,2028.8000000000002,133,81
Champions,21041,RED SPOTTY OVEN GLOVE DOUBLE,958,2600.1,78,38
Champions,21042,RED RETROSPOT APRON ,344,2046.8000000000002,110,65
Champions,21042,RED SPOTTY APRON ,449,2577.9500000000003,108,57
Champions,21043,APRON MODERN VINTAGE COTTON,363,907.85,49,42
Champions,21051,RIBBONS PURSE ,233,471.65000000000003,40,33
Champions,21054,NURSE'S BAG SOFT TOY,167,1494.6499999999999,75,51
Champions,21055,TOOL BOX SOFT TOY ,185,1717.19,91,57
Champions,21056,DOCTOR'S BAG SOFT TOY,329,2987.43,96,55
Champions,21058,PARTY INVITES WOODLAND,1723,1409.95,149,96
Champions,21059,PARTY INVITES DINOSAURS,778,661.3,108,77
Champions,21060,PARTY INVITES BALLOON GIRL,838,576.9399999999999,77,59
Champions,21061,PARTY INVITES FOOTBALL,932,634.28,77,64
Champions,21062,PARTY INVITES SPACEMAN,679,554.5899999999999,78,61
Champions,21063,PARTY INVITES JAZZ HEARTS,781,665.41,129,81
Champions,21064,BOOM BOX SPEAKER BOYS,186,792.5,45,25
Champions,21065,BOOM BOX SPEAKER GIRLS,443,713.5500000000001,27,19
Champions,21066,VINTAGE RED MUG,1365,1002.75,77,51
Champions,21067,VINTAGE RED TEATIME MUG,3262,2496.09,103,65
Champions,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3063,2902.83,144,79
Champions,21069,VINTAGE BILLBOARD TEA MUG,4521,4440.1,125,61
Champions,21070,VINTAGE BILLBOARD MUG ,1358,1270.74,109,56
Champions,21071,VINTAGE BILLBOARD DRINK ME MUG,2840,2969.21,171,87
Champions,21076,SET/20 COLLAGE PAPER NAPKIN ,599,448.66999999999996,42,32
Champions,21077,SET/20 WOODLAND PAPER NAPKINS ,1500,1113.72,110,68
Champions,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4130,3228.68,340,171
Champions,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12287,9503.17,638,281
Champions,21080,SET/20 RED SPOTTY PAPER NAPKINS ,9169,6878.889999999999,475,228
Champions,21081,SET/20 POSIES PAPER NAPKINS,2,1.7,2,2
Champions,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,3655,977.47,65,49
Champions,21084,SET/6 COLLAGE PAPER CUPS,1615,414.99,78,60
Champions,21085,SET/6 WOODLAND PAPER CUPS,779,445.87,36,25
Champions,21086,SET/6 RED SPOTTY PAPER CUPS,12105,7276.650000000001,441,170
Champions,21087,SET/6 POSIES PAPER CUPS,149,82.59,12,12
Champions,21088,SET/6 FRUIT SALAD PAPER CUPS,8909,1027.29,66,57
Champions,21089,SET/6 GREEN SPRING PAPER CUPS,179,72.19,21,18
Champions,21090,SET/6 COLLAGE PAPER PLATES,1674,726.0,98,71
Champions,21091,SET/6 WOODLAND PAPER PLATES,586,417.46,20,17
Champions,21092,SET/6 STRAWBERRY PAPER PLATES,272,211.04,11,8
Champions,21094,SET/6 RED SPOTTY PAPER PLATES,13892,10210.92,501,176
Champions,21095,SET/6 POSIES PAPER PLATES,169,143.64999999999998,14,13
Champions,21096,SET/6 FRUIT SALAD  PAPER PLATES,8495,1522.1699999999998,68,58
Champions,21097,SET/6 GREEN SPRING  PAPER PLATE,28,23.799999999999997,5,3
Champions,21098,CHRISTMAS TOILET ROLL,4361,5140.78,253,135
Champions,21099,SET/6 STRAWBERRY PAPER CUPS,375,243.75,20,12
Champions,21100,CHARLIE AND LOLA CHARLOTTE BAG,1576,1919.8,102,67
Champions,21102,"CANDLE IN JAR COLLAGE , VANILLA",18,45.900000000000006,2,2
Champions,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,344,957.2,48,33
Champions,21107,CREAM SLICE FLANNEL PINK SPOT ,1648,4372.0,105,63
Champions,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2823,4244.61,174,114
Champions,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,690,1691.1,40,29
Champions,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",74,499.5,33,29
Champions,21110,LARGE CAKE TOWEL PINK SPOTS,694,2535.5,87,55
Champions,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",728,1312.8,50,39
Champions,21112,SWISS ROLL TOWEL PINK  SPOTS,442,1201.38,16,12
Champions,21112,"SWISS ROLL TOWEL, PINK  SPOTS",1115,2444.4500000000003,47,39
Champions,21114,LAVENDER SCENTED FABRIC HEART,2750,3376.78,190,125
Champions,21115,ROSE CARAVAN DOORSTOP,665,3730.71,177,110
Champions,21116,OWL DOORSTOP,654,3144.7400000000002,152,80
Champions,21117,BLOND DOLL DOORSTOP,248,391.08000000000004,17,14
Champions,21118,SHOPPING BAG DOORSTOP,35,43.75,3,3
Champions,21121,SET/10 RED POLKADOT PARTY CANDLES,6835,8051.27,296,169
Champions,21121,SET/10 RED SPOTTY PARTY CANDLES,4745,5657.650000000001,205,129
Champions,21122,SET/10 PINK POLKADOT PARTY CANDLES,5090,6035.39,249,141
Champions,21122,SET/10 PINK SPOTTY PARTY CANDLES,3666,4359.06,198,121
Champions,21123,SET/10 IVORY POLKADOT PARTY CANDLES,939,1170.81,85,48
Champions,21123,SET/10 IVORY SPOTTY PARTY CANDLES,700,875.0,39,29
Champions,21124,SET/10 BLUE POLKADOT PARTY CANDLES,3607,4289.87,177,118
Champions,21124,SET/10 BLUE SPOTTY PARTY CANDLES,2905,3467.09,152,108
Champions,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1166,1165.18,106,76
Champions,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1191,1066.59,103,71
Champions,21127,COLOURFUL FISHING GNOME,58,345.1,25,14
Champions,21128,GOLD FISHING GNOME,73,344.86,20,14
Champions,21129,SILVER FISHING GNOME ,75,540.8000000000001,29,12
Champions,21130,COLOURFUL STANDING GNOME,157,529.6500000000001,28,19
Champions,21131,GOLD STANDING GNOME,227,799.75,20,10
Champions,21132,SILVER STANDING GNOME   ,46,189.5,18,14
Champions,21133,PAINTED BIRD ASSORTED CHRISTMAS,197,332.93,16,14
Champions,21134,VICTORIAN METAL POSTCARD CHRISTMAS,144,237.6,15,15
Champions,21135,VICTORIAN  METAL POSTCARD SPRING,3326,4019.66,189,108
Champions,21136,PAINTED METAL PEARS ASSORTED,5284,8772.44,360,176
Champions,21137,BLACK RECORD COVER FRAME,17067,58324.82,407,109
Champions,21143,ANTIQUE GLASS HEART DECORATION ,1137,2188.35,78,60
Champions,21144,PINK POODLE HANGING DECORATION ,259,100.56,18,17
Champions,21145,ANTIQUE GLASS PLACE SETTING,289,361.25,20,17
Champions,21146,ANTIQUE GLASS RIDGED HANGING BALL,436,792.5999999999999,24,20
Champions,21147,JINGLE BELLS TREE DECORATION,184,310.44,26,14
Champions,21153,RED SPOTTY TABLECLOTH ,242,2469.3,76,48
Champions,21154,RED RETROSPOT OVEN GLOVE ,3448,4001.88,235,121
Champions,21154,RED SPOTTY OVEN GLOVE ,1827,2212.69,167,101
Champions,21155,RED RETROSPOT PEG BAG,2573,5761.9,313,147
Champions,21155,RED SPOTTY PEG BAG,1451,2729.34,152,99
Champions,21156,RED SPOTTY CHILDS APRON,1484,2728.5,167,112
Champions,21156,RETROSPOT CHILDRENS APRON,3605,6591.97,317,175
Champions,21157,RED RETROSPOT WASHBAG,63,132.3,10,6
Champions,21157,RED SPOTTY WASHBAG,256,532.6800000000001,46,32
Champions,21158,MOODY GIRL DOOR HANGER ,1928,1124.3999999999999,168,101
Champions,21159,MOODY BOY  DOOR HANGER ,1594,903.54,139,80
Champions,21160,KEEP OUT GIRLS DOOR HANGER ,583,378.31,30,27
Champions,21161,KEEP OUT BOYS DOOR HANGER ,1973,1315.25,104,66
Champions,21162,TOXIC AREA  DOOR HANGER ,1785,1054.83,152,91
Champions,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2166,1147.94,132,85
Champions,21164,HOME SWEET HOME METAL SIGN ,4273,11405.59,376,170
Champions,21165,BEWARE OF THE CAT METAL SIGN ,7210,10993.3,508,162
Champions,21166,COOK WITH WINE METAL SIGN ,16468,30844.38,789,215
Champions,21167,WHITE SAGE INCENSE,1311,267.81,26,14
Champions,21169,YOU'RE CONFUSING ME METAL SIGN ,6832,10529.44,387,132
Champions,21171,BATHROOM METAL SIGN ,1232,1661.6,122,68
Champions,21172,PARTY METAL SIGN ,5190,7201.219999999999,500,201
Champions,21173,LOO ROLL  METAL SIGN ,231,381.15,40,26
Champions,21174,POTTERING IN THE SHED METAL SIGN,6798,12971.93,540,191
Champions,21175,GIN + TONIC DIET METAL SIGN,12235,25973.63,897,249
Champions,21175,GIN AND TONIC DIET METAL SIGN,445,1044.51,31,28
Champions,21179,NO JUNK MAIL METAL SIGN,2678,1895.58,212,115
Champions,21181,PLEASE ONE PERSON  METAL SIGN,1367,2666.7000000000003,91,71
Champions,21181,PLEASE ONE PERSON METAL SIGN,17828,35041.5,905,261
Champions,21185, HOME SWEET HOME  BLACKBOARD,69,417.51,16,14
Champions,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,3541,5418.45,171,101
Champions,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,579,914.55,61,46
Champions,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,448,1292.8000000000002,57,35
Champions,21189,WHITE HONEYCOMB PAPER GARLAND ,328,522.0,36,29
Champions,21190,PINK HEARTS PAPER GARLAND,617,942.4499999999999,46,38
Champions,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,719,1372.14,64,49
Champions,21192,WHITE BELL HONEYCOMB PAPER ,1288,1952.3999999999999,61,48
Champions,21193,WHITE HONEYCOMB PAPER FAN ,61,110.06,6,6
Champions,21194,PINK  HONEYCOMB PAPER FAN,275,248.79000000000002,31,24
Champions,21195,PINK  HONEYCOMB PAPER BALL ,444,664.5600000000001,34,29
Champions,21196,ROUND WHITE CONFETTI IN TUBE,122,201.3,13,12
Champions,21197,MULTICOLOUR  CONFETTI IN TUBE,246,386.7,16,15
Champions,21198,WHITE HEART CONFETTI IN TUBE,712,751.92,45,40
Champions,21199,PINK  HEART CONFETTI IN TUBE,784,752.64,52,46
Champions,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,912,1207.2,42,31
Champions,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1864,4224.0,120,57
Champions,21202,DOLLY HONEYCOMB GARLAND,577,652.05,34,33
Champions,21203,BUTTERFLIES  HONEYCOMB GARLAND,793,1250.85,70,53
Champions,21204,DAISIES  HONEYCOMB GARLAND ,681,1114.05,85,61
Champions,21205,MULTICOLOUR 3D BALLS GARLAND,479,1156.65,74,54
Champions,21206,STRAWBERRY HONEYCOMB  GARLAND ,1537,2075.25,135,69
Champions,21207,SKULL AND CROSSBONES  GARLAND ,1464,2300.4,120,87
Champions,21208,PASTEL COLOUR HONEYCOMB FAN,568,425.34,40,32
Champions,21209,MULTICOLOUR HONEYCOMB FAN,988,734.04,53,36
Champions,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,5206,7164.7,269,144
Champions,21210,SET OF 72 RETROSPOT PAPER  DOILIES,5777,8049.62,314,170
Champions,21211,SET OF 72 SKULL PAPER  DOILIES,1273,1788.2499999999998,117,77
Champions,21212,PACK OF 72 RETRO SPOT CAKE CASES,30071,14507.93,729,316
Champions,21212,PACK OF 72 RETROSPOT CAKE CASES,29807,14532.269999999999,883,387
Champions,21213,PACK OF 72 SKULL CAKE CASES,20762,10270.939999999999,749,257
Champions,21214,SET OF 72 IVORY PAPER DOILIES,1379,1845.9499999999998,76,57
Champions,21215, IVORY PAPER CUP CAKE CASES ,1018,450.7,15,14
Champions,21215,IVORY PAPER CUP CAKE CASES ,1807,931.4499999999999,104,65
Champions,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1040,4728.0,133,61
Champions,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1722,7726.62,195,106
Champions,21217,RED RETROSPOT ROUND CAKE TINS,1032,9659.4,233,125
Champions,21217,RED SPOTTY ROUND CAKE TINS,807,7666.65,230,140
Champions,21218,RED SPOTTY BISCUIT TIN,3484,11971.2,353,150
Champions,21219,SET/4 BADGES BALLOON GIRL,531,668.59,65,43
Champions,21220,SET/4 BADGES DOGS,314,405.81,52,36
Champions,21221,SET/4 BADGES CUTE CREATURES,305,392.14,38,33
Champions,21222,SET/4 BADGES BEETLES,283,363.43,48,37
Champions,21223,SET/4 BADGES WOODLAND ANIMAL,346,394.5,20,18
Champions,21224,SET/4 SKULL BADGES,1183,1474.95,126,73
Champions,21225,POCKET MIRROR BUTTERFLY ,2,2.5,2,2
Champions,21226,POCKET MIRROR WOODLAND,62,77.5,12,9
Champions,21228,"POCKET MIRROR ""GLAMOROUS""",63,78.75,16,12
Champions,21231,SWEETHEART CERAMIC TRINKET BOX,11652,13802.29,736,225
Champions,21232,STRAWBERRY CERAMIC TRINKET BOX,21108,24845.32,1089,287
Champions,21232,STRAWBERRY CERAMIC TRINKET POT,841,1081.97,63,45
Champions,21238,RED RETROSPOT CUP,3202,2565.44,244,108
Champions,21238,RED SPOTTY CUP,3032,2461.7599999999998,235,103
Champions,21239,PINK  POLKADOT CUP,2344,1868.3799999999999,181,103
Champions,21239,PINK  SPOTTY CUP,2355,1901.91,202,93
Champions,21240,BLUE  SPOTTY CUP,2105,1701.89,198,92
Champions,21240,BLUE POLKADOT CUP,2906,2274.58,187,102
Champions,21241,GREEN POLKADOT CUP,100,85.0,7,6
Champions,21241,GREEN SPOTTY CUP,1314,1066.98,134,67
Champions,21242,RED RETROSPOT PLATE ,2357,3695.33,175,95
Champions,21242,RED SPOTTY PLATE ,2025,3209.1299999999997,152,83
Champions,21243,PINK  POLKADOT PLATE ,1583,2479.43,108,63
Champions,21243,PINK  SPOTTY PLATE ,1775,2769.35,129,70
Champions,21243,PINK POLKADOT PLATE ,185,289.60999999999996,16,16
Champions,21244,BLUE  SPOTTY PLATE ,1400,2181.68,104,57
Champions,21244,BLUE POLKADOT PLATE ,1801,2801.77,116,70
Champions,21245,GREEN  SPOTTY PLATE ,842,1330.82,80,48
Champions,21245,GREEN POLKADOT PLATE ,845,1337.49,81,46
Champions,21246,RED RETROSPOT BIG BOWL,119,589.0500000000001,32,22
Champions,21246,RED SPOTTY BIG BOWL,217,1074.15,51,36
Champions,21247,SET OF RED SALAD SERVERS ,287,427.63,39,24
Champions,21248,DOOR HANGER  MUM + DADS ROOM,614,731.42,73,52
Champions,21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,17.700000000000003,1,1
Champions,21249,WOODLAND  HEIGHT CHART STICKERS ,1091,2883.65,108,80
Champions,21250,SET OF SKULL WALL STICKERS,271,606.85,30,25
Champions,21251,DINOSAUR HEIGHT CHART STICKER SET,366,924.9000000000001,63,52
Champions,21252,SET OF MEADOW  FLOWER STICKERS,114,249.0,8,6
Champions,21253,SET OF PICTURE FRAME  STICKERS,149,386.39000000000004,32,22
Champions,21255,"FRENCH BOTTLE , LAVENDER",198,307.5,25,17
Champions,21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",180,277.8,15,12
Champions,21257,VICTORIAN SEWING BOX MEDIUM,911,6818.29,223,95
Champions,21258,VICTORIAN SEWING BOX LARGE,885,10384.23,224,90
Champions,21259,VICTORIAN SEWING BOX SMALL ,1755,9958.76,359,135
Champions,21260,FIRST AID TIN,2573,8157.35,255,142
Champions,21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,174,555.3000000000001,25,21
Champions,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,256,783.2000000000002,44,35
Champions,21263,GREEN GOOSE FEATHER TREE 60CM,216,421.2,30,25
Champions,21264,WHITE GOOSE FEATHER TREE 60CM ,207,419.65,34,28
Champions,21265,PINK GOOSE FEATHER TREE 60CM,205,407.75,14,12
Champions,21267,VINTAGE PINK TINSEL REEL ,7,14.700000000000001,3,2
Champions,21268,VINTAGE BLUE TINSEL REEL,285,126.42,24,18
Champions,21269,ANTIQUE CREAM CUTLERY SHELF ,54,459.0,29,23
Champions,21270,ANTIQUE CREAM CUTLERY CUPBOARD,23,293.25,11,8
Champions,21272,SALLE DE BAIN HOOK,1391,1718.11,135,87
Champions,21274,EMBOSSED HEART 3 DRAWER SHELF,51,635.85,33,28
